,ios_file_size,ios_all_ratings,ios_current_ratings,android_total_ratings,android_avg_rating,android_file_size,android_rating_4,android_rating_5,android_rating_2,android_rating_3,android_rating_1
"2016,10,30,17,50,00",259,230174,1937,"6,985,779",4.0,android_file_size not found,"854,297","4,341,751","284,280","527,165","978,286"
"2016,09,29,14,30,00",258,222233,1761,"6,484,937",4.1,76,"794,962","4,045,566","263,498","489,177","891,734"
"2016,09,13,12,30,00",211,216561,10610,"5,930,203",4.1,android_file_size not found,"733,213","3,726,533","243,369","455,015","772,073"
"2016,10,08,14,20,00",258,223663,3473,"6,609,533",4.1,76,"807,528","4,118,870","268,896","498,556","915,683"
"2016,07,26,07,00,00",110,116671,15692,"1,641,541",3.9,58,"218,527","942,617","86,959","149,867","243,571"
"2016,08,05,07,00,00",104,175606,34535,"2,852,729",4.0,60,"348,215","1,728,332","133,845","226,795","415,542"
"2016,08,30,16,00,00",211,211338,4533,"5,499,766",4.1,61,"682,484","3,439,642","230,236","426,782","720,622"
"2016,07,26,14,50,00",110,116887,15925,"1,662,418",3.9,58,"221,510","954,960","87,858","151,789","246,301"
"2016,08,20,00,50,00",106,204972,11899,"5,009,373",4.1,61,"622,396","3,121,338","213,166","392,073","660,400"
"2016,07,23,21,30,00",110,112856,11566,"1,478,893",3.9,58,"194,810","840,977","80,634","136,578","225,894"
"2016,10,22,07,40,00",251,227162,3075,"6,806,980",4.0,77,"831,484","4,233,400","277,317","513,621","951,158"
"2016,10,27,04,40,00",259,228713,280,"6,898,850",4.0,android_file_size not found,"845,122","4,290,683","280,672","520,784","961,589"
"2016,10,21,17,40,00",251,227070,2974,"6,800,014",4.0,77,"830,757","4,229,247","277,001","513,092","949,917"
"2016,10,13,07,30,00",251,224468,134,"6,677,996",4.0,77,"815,535","4,158,994","271,832","503,861","927,774"
"2016,10,01,12,10,00",258,222581,2171,"6,514,510",4.1,76,"797,902","4,063,001","264,790","491,356","897,461"
"2016,10,29,03,20,00",259,229615,1305,"6,950,036",4.0,android_file_size not found,"850,994","4,320,887","282,737","524,682","970,736"
"2016,08,24,22,10,00",106,208290,843,"5,263,233",4.1,61,"654,861","3,286,386","221,325","409,628","691,033"
"2016,08,30,12,00,00",211,211280,4462,"5,494,111",4.1,61,"681,847","3,435,968","229,990","426,406","719,900"
"2016,09,16,02,10,00",260,218183,1899,"6,077,448",4.1,77,"747,290","3,801,647","247,751","461,438","819,322"
"2016,08,15,00,10,00",106,200998,7362,"4,718,500",4.1,61,"588,623","2,940,476","201,843","368,732","618,826"
"2016,08,09,00,50,00",106,188372,1243,"3,730,388",4.0,61,"452,104","2,296,990","168,173","291,158","521,963"
"2016,07,22,18,40,00",110,110625,9116,"1,414,942",3.9,58,"185,404","803,463","77,670","130,405","218,000"
"2016,09,05,05,20,00",211,213605,7143,"5,658,449",4.1,61,"700,750","3,544,058","235,996","438,551","739,094"
"2016,08,31,14,30,00",211,211619,4861,"5,522,334",4.1,61,"685,152","3,453,954","231,191","428,603","723,434"
"2016,10,17,02,00,00",251,225832,1364,"6,747,079",4.0,77,"823,977","4,199,557","274,541","508,762","940,242"
"2016,09,27,18,30,00",258,221915,1376,"6,454,014",4.1,76,"791,520","4,027,882","262,129","486,784","885,699"
"2016,08,30,15,20,00",211,211338,4533,"5,494,111",4.1,61,"681,847","3,435,968","229,990","426,406","719,900"
"2016,08,07,14,20,00",104,183711,43316,"3,423,731",4.0,60,"412,476","2,099,789","156,385","267,837","487,244"
"2016,10,28,08,30,00",259,229333,985,"6,928,701",4.0,android_file_size not found,"848,871","4,308,441","281,864","523,134","966,391"
"2016,09,20,12,10,00",258,220010,1909,"6,249,432",4.1,77,"765,536","3,901,845","254,654","472,429","854,968"
"2016,08,19,10,40,00",106,204475,11327,"4,985,440",4.1,61,"619,785","3,105,886","212,304","390,351","657,114"
"2016,08,14,17,20,00",106,200542,6816,"4,704,938",4.1,61,"587,078","2,931,810","201,332","367,622","617,096"
"2016,10,11,21,30,00",258,224252,4191,"6,650,006",4.0,android_file_size not found,"811,849","4,142,612","270,730","501,783","923,032"
"2016,08,11,19,10,00",106,197217,2316,"4,381,157",4.1,61,"548,922","2,725,822","188,441","341,293","576,679"
"2016,10,17,19,50,00",251,226096,1754,"6,755,213",4.0,77,"824,933","4,204,023","274,918","509,409","941,930"
"2016,10,15,16,00,00",251,225191,479,"6,723,199",4.0,77,"821,229","4,185,356","273,598","507,073","935,943"
"2016,07,24,00,20,00",110,113230,11969,"1,478,893",3.9,58,"194,810","840,977","80,634","136,578","225,894"
"2016,10,12,22,30,00",251,224377,29,"6,667,258",4.0,77,"814,050","4,152,946","271,458","503,063","925,741"
"2016,09,18,06,40,00",258,219246,1032,"6,181,363",4.1,77,"758,279","3,862,390","251,757","467,867","841,070"
"2016,09,03,17,20,00",211,212861,6292,"5,613,922",4.1,61,"695,825","3,514,197","234,431","435,353","734,116"
"2016,10,27,21,20,00",259,229118,742,"6,918,822",4.0,android_file_size not found,"847,774","4,302,895","281,425","522,351","964,377"
"2016,09,09,21,00,00",211,215230,9017,"5,765,856",4.1,61,"713,560","3,616,228","239,718","446,157","750,193"
"2016,07,21,01,10,00",110,106508,4688,"1,281,802",3.9,58,"165,956","726,597","71,521","117,754","199,974"
"2016,08,03,10,50,00",104,167588,25667,"2,075,271",3.9,60,"271,723","1,163,411","110,562","182,730","346,845"
"2016,09,27,20,20,00",258,221955,1424,"6,457,773",4.1,76,"791,973","4,030,054","262,278","487,088","886,380"
"2016,08,28,08,30,00",211,210437,3428,"5,420,217",4.1,61,"673,308","3,388,257","227,073","420,980","710,599"
"2016,08,06,18,20,00",104,181299,40694,"3,243,907",4.0,60,"391,624","1,986,399","148,766","253,953","463,165"
"2016,09,20,22,30,00",258,220099,2013,"6,257,734",4.1,77,"766,284","3,906,702","255,026","472,950","856,772"
"2016,07,30,23,40,00",104,123267,1261,"1,852,512",4.0,60,"248,481","1,072,098","95,986","168,615","267,332"
"2016,08,02,13,50,00",104,163678,21103,"2,041,802",3.9,60,"267,654","1,148,675","108,037","179,859","337,577"
"2016,09,16,08,50,00",260,218242,1980,"6,086,415",4.1,77,"748,160","3,806,192","248,097","461,969","821,997"
"2016,09,11,00,30,00",211,215660,9531,"5,810,861",4.1,android_file_size not found,"718,564","3,647,477","240,758","448,613","755,449"
"2016,08,19,15,10,00",106,204659,11542,"4,993,533",4.1,61,"620,734","3,111,009","212,610","390,945","658,235"
"2016,08,02,12,30,00",104,163678,21103,"2,041,802",3.9,60,"267,654","1,148,675","108,037","179,859","337,577"
"2016,07,30,10,50,00",110,121368,20801,"1,820,678",3.9,android_file_size not found,"243,388","1,050,680","95,076","166,438","265,096"
"2016,09,13,05,30,00",211,216424,10440,"5,917,163",4.1,android_file_size not found,"731,427","3,718,416","242,974","454,206","770,140"
"2016,08,15,07,50,00",106,200998,7362,"4,740,414",4.1,61,"591,358","2,953,833","202,717","370,658","621,848"
"2016,09,09,08,00,00",211,215080,8836,"5,752,874",4.1,61,"712,120","3,607,500","239,235","445,251","748,768"
"2016,09,18,03,00,00",258,219178,954,"6,181,363",4.1,77,"758,279","3,862,390","251,757","467,867","841,070"
"2016,09,26,10,20,00",258,221531,960,"6,406,099",4.1,76,"785,171","3,999,313","260,323","483,518","877,774"
"2016,10,16,10,30,00",251,225534,940,"6,737,570",4.0,77,"823,109","4,194,169","274,055","508,097","938,140"
"2016,10,30,12,20,00",259,230174,1937,"6,981,267",4.0,android_file_size not found,"853,878","4,339,069","284,108","526,860","977,352"
"2016,08,04,21,20,00",104,173344,32009,android_total_ratings not found,android_avg_rating not found,60,,android_rating not found,,,
"2016,09,17,17,30,00",258,218966,720,"6,159,303",4.1,77,"755,990","3,849,407","250,873","466,479","836,554"
"2016,09,05,02,40,00",211,213605,7143,"5,655,987",4.1,61,"700,446","3,542,401","235,922","438,373","738,845"
"2016,09,16,22,40,00",258,218459,153,"6,120,285",4.1,77,"751,515","3,825,750","249,333","464,010","829,677"
"2016,09,12,01,40,00",211,216081,10026,"5,863,483",4.1,android_file_size not found,"724,906","3,682,849","241,698","451,359","762,671"
"2016,08,18,10,30,00",106,203727,10459,"4,936,502",4.1,61,"614,228","3,074,988","210,484","386,642","650,160"
"2016,07,30,16,30,00",110,121798,21270,"1,828,788",3.9,android_file_size not found,"244,454","1,055,840","95,364","167,093","266,037"
"2016,07,25,18,20,00",110,115753,14707,"1,620,363",3.9,58,"215,358","929,672","86,104","147,971","241,258"
"2016,09,15,11,40,00",260,217950,1616,"6,054,196",4.1,77,"745,367","3,789,461","246,866","460,253","812,249"
"2016,08,14,12,20,00",106,200312,6541,"4,689,235",4.1,61,"585,238","2,921,541","200,760","366,494","615,202"
"2016,09,19,05,50,00",258,219723,1566,"6,216,747",4.1,77,"761,991","3,883,200","253,144","470,063","848,349"
"2016,08,15,03,10,00",106,200998,7362,"4,731,090",4.1,61,"590,219","2,948,236","202,339","369,822","620,474"
"2016,10,25,14,20,00",259,227825,306,"6,849,156",4.0,android_file_size not found,"836,533","4,257,978","279,379","517,003","958,263"
"2016,10,05,23,50,00",258,223336,3071,"6,574,839",4.1,76,"804,069","4,098,311","267,489","495,888","909,082"
"2016,08,11,23,20,00",106,197217,3172,"4,401,839",4.1,61,"551,491","2,739,241","189,208","342,960","578,939"
"2016,09,06,17,40,00",211,214273,7901,"5,695,771",4.1,61,"705,305","3,569,036","237,294","441,225","742,911"
"2016,09,11,12,10,00",211,215748,9643,"5,834,610",4.1,android_file_size not found,"721,386","3,663,588","241,069","449,750","758,817"
"2016,09,02,19,30,00",211,212428,5804,"5,578,897",4.1,61,"691,774","3,490,614","233,277","432,833","730,399"
"2016,09,20,21,20,00",258,220099,2013,"6,257,734",4.1,77,"766,284","3,906,702","255,026","472,950","856,772"
"2016,08,11,13,20,00",106,196077,1388,"4,360,586",4.1,61,"546,125","2,712,590","187,650","339,687","574,534"
"2016,10,13,10,20,00",251,224528,207,"6,677,996",4.0,77,"815,535","4,158,994","271,832","503,861","927,774"
"2016,09,17,21,40,00",258,219086,851,"6,168,028",4.1,77,"756,945","3,854,528","251,219","466,999","838,337"
"2016,08,20,11,20,00",106,205128,12074,"5,031,168",4.1,61,"624,862","3,135,249","213,996","393,723","663,338"
"2016,09,08,10,10,00",211,214896,8622,"5,734,929",4.1,61,"709,912","3,595,489","238,620","444,020","746,888"
"2016,10,11,17,50,00",258,224223,4152,"6,647,562",4.0,android_file_size not found,"811,540","4,141,166","270,604","501,586","922,666"
"2016,09,05,15,00,00",211,213695,7255,"5,667,845",4.1,61,"701,795","3,550,368","236,329","439,246","740,107"
"2016,08,27,06,30,00",211,209793,2672,"5,369,537",4.1,61,"667,736","3,355,096","225,235","417,304","704,166"
"2016,08,17,00,30,00",106,202826,9419,"4,855,651",4.1,61,"604,929","3,025,109","207,362","380,062","638,189"
"2016,08,16,10,30,00",106,202113,8606,"4,821,317",4.1,61,"600,833","3,003,603","206,119","377,325","633,437"
"2016,09,09,07,10,00",211,215080,8836,"5,752,874",4.1,61,"712,120","3,607,500","239,235","445,251","748,768"
"2016,09,09,13,10,00",211,215130,8896,"5,757,095",4.1,61,"712,572","3,610,305","239,397","445,574","749,247"
"2016,07,25,01,40,00",110,114769,13633,"1,569,172",3.9,58,"208,076","898,836","83,803","143,639","234,818"
"2016,08,11,17,30,00",106,196817,2316,"4,381,157",4.1,61,"548,922","2,725,822","188,441","341,293","576,679"
"2016,09,27,19,20,00",258,221955,1376,"6,454,014",4.1,76,"791,520","4,027,882","262,129","486,784","885,699"
"2016,09,20,15,50,00",258,220042,1945,"6,253,711",4.1,77,"765,939","3,904,349","254,864","472,681","855,878"
"2016,10,27,08,30,00",259,228864,425,"6,902,691",4.0,android_file_size not found,"845,823","4,293,027","280,821","521,163","961,857"
"2016,09,25,15,00,00",258,221285,662,"6,368,831",4.1,76,"778,755","3,975,395","259,322","480,683","874,676"
"2016,09,21,07,00,00",258,220174,2098,"6,263,043",4.1,77,"766,877","3,909,719","255,296","473,337","857,814"
"2016,07,25,18,10,00",110,115753,14707,"1,620,363",3.9,58,"215,358","929,672","86,104","147,971","241,258"
"2016,07,28,13,30,00",110,119350,18612,"1,752,085",3.9,58,"234,325","1,007,342","92,327","160,722","257,369"
"2016,08,08,09,50,00",104,185978,45763,"3,566,267",4.0,60,"429,809","2,188,560","162,512","279,104","506,282"
"2016,10,13,17,10,00",251,224601,302,"6,686,691",4.0,77,"816,745","4,163,989","272,165","504,487","929,305"
"2016,10,15,01,00,00",251,224965,198,"6,709,984",4.0,77,"819,615","4,177,425","273,102","506,129","933,713"
"2016,08,14,00,00,00",106,199908,6072,"4,623,251",4.1,61,"577,584","2,880,333","198,012","361,072","606,250"
"2016,10,05,19,00,00",258,223270,2981,"6,572,837",4.1,76,"803,877","4,097,177","267,398","495,746","908,639"
"2016,10,29,02,20,00",259,229615,1305,"6,947,168",4.0,android_file_size not found,"850,668","4,319,266","282,622","524,454","970,158"
"2016,10,21,05,40,00",251,226974,2857,"6,795,071",4.0,77,"830,205","4,226,302","276,801","512,725","949,038"
"2016,08,22,18,10,00",106,206689,13834,"5,126,000",4.1,61,"636,057","3,196,106","217,491","400,627","675,719"
"2016,10,14,21,40,00",251,224869,96,"6,707,359",4.0,77,"819,302","4,175,861","273,012","505,941","933,243"
"2016,08,03,01,20,00",104,166748,24753,"2,061,761",3.9,60,"270,014","1,158,162","109,388","181,520","342,677"
"2016,10,12,21,40,00",251,224377,29,"6,667,258",4.0,77,"814,050","4,152,946","271,458","503,063","925,741"
"2016,08,02,14,40,00",104,163678,21103,"2,049,983",3.9,60,"268,601","1,152,529","108,571","180,574","339,708"
"2016,09,09,09,50,00",211,215130,8896,"5,757,095",4.1,61,"712,572","3,610,305","239,397","445,574","749,247"
"2016,08,02,21,30,00",104,165745,23642,"2,057,551",3.9,60,"269,552","1,156,348","109,050","181,165","341,436"
"2016,08,10,13,20,00",106,193285,7358,"4,184,279",4.1,61,"522,257","2,600,548","180,976","324,733","555,765"
"2016,08,24,02,20,00",106,207703,ios_current_ratings not found,"5,203,955",4.1,61,"646,591","3,247,030","219,573","405,671","685,090"
"2016,08,18,14,10,00",106,203860,10607,"4,948,622",4.1,61,"615,596","3,082,643","210,939","387,578","651,866"
"2016,10,04,06,10,00",258,223106,2776,"6,556,161",4.1,76,"802,074","4,087,494","266,654","494,428","905,511"
"2016,10,10,22,10,00",258,224141,4048,"6,637,612",4.0,76,"810,353","4,135,326","270,141","500,751","921,041"
"2016,08,12,06,30,00",106,197756,3457,"4,437,688",4.1,61,"556,123","2,761,663","190,664","345,917","583,321"
"2016,08,31,00,40,00",211,211488,4712,"5,509,347",4.1,61,"683,652","3,445,804","230,659","427,546","721,686"
"2016,10,26,23,30,00",259,228367,280,"6,894,991",4.0,android_file_size not found,"844,370","4,288,315","280,591","520,421","961,294"
"2016,10,09,09,50,00",258,223872,3734,"6,619,042",4.1,76,"808,468","4,124,700","269,283","499,248","917,343"
"2016,09,14,05,30,00",260,217086,554,"5,978,921",4.1,77,"738,252","3,752,069","244,381","456,691","787,528"
"2016,07,27,08,00,00",110,118015,17160,"1,689,676",3.9,58,"225,490","971,656","88,989","154,381","249,160"
"2016,09,30,11,00,00",258,222378,1945,"6,496,279",4.1,76,"796,094","4,051,996","264,000","490,079","894,110"
"2016,08,07,02,30,00",104,182699,42215,"3,325,778",4.0,60,"400,823","2,038,657","152,242","259,991","474,065"
"2016,10,02,09,20,00",258,222791,2411,"6,533,911",4.1,76,"799,748","4,074,815","265,604","492,728","901,016"
"2016,10,06,06,30,00",258,223336,3071,"6,577,538",4.1,76,"804,331","4,099,787","267,623","496,154","909,643"
"2016,08,10,10,40,00",106,192832,6802,"4,133,549",4.1,61,"515,120","2,567,796","179,192","320,502","550,939"
"2016,08,10,14,10,00",106,193285,7358,"4,184,279",4.1,61,"522,257","2,600,548","180,976","324,733","555,765"
"2016,08,19,11,40,00",106,204548,11407,"4,985,440",4.1,61,"619,785","3,105,886","212,304","390,351","657,114"
"2016,10,09,23,20,00",258,223940,3810,"6,629,469",4.1,76,"809,484","4,130,897","269,728","500,010","919,350"
"2016,08,07,16,20,00",104,184325,43993,"3,458,039",4.0,60,"416,501","2,121,474","157,774","270,360","491,930"
"2016,09,21,07,30,00",258,220174,2098,"6,265,411",4.1,77,"767,154","3,911,056","255,396","473,517","858,288"
"2016,09,12,07,40,00",211,216142,10098,"5,874,792",4.1,android_file_size not found,"726,239","3,690,458","241,997","451,967","764,131"
"2016,09,11,17,10,00",211,215920,9840,"5,846,336",4.1,android_file_size not found,"722,748","3,671,452","241,346","450,363","760,427"
"2016,08,13,01,40,00",106,198786,4727,"4,533,631",4.1,61,"567,187","2,823,211","194,490","353,776","594,967"
"2016,09,05,04,00,00",211,213605,7143,"5,655,987",4.1,61,"700,446","3,542,401","235,922","438,373","738,845"
"2016,09,01,01,40,00",211,211800,5085,"5,535,273",4.1,61,"686,690","3,462,313","231,682","429,553","725,035"
"2016,08,16,12,50,00",106,202269,8784,"4,833,557",4.1,61,"602,354","3,011,102","206,553","378,354","635,194"
"2016,10,26,14,40,00",259,228138,744,"6,869,646",4.0,android_file_size not found,"839,611","4,271,366","280,068","518,568","960,033"
"2016,09,04,23,10,00",211,213498,7019,"5,652,212",4.1,61,"699,966","3,539,895","235,753","438,115","738,483"
"2016,08,06,09,00,00",104,180092,39414,"3,143,473",4.0,60,"380,390","1,922,270","144,668","246,674","449,471"
"2016,09,23,16,30,00",258,220677,2690,"6,310,753",4.1,android_file_size not found,"771,959","3,937,481","257,338","476,787","867,188"
"2016,10,24,18,40,00",259,227627,ios_current_ratings not found,"6,834,749",4.0,android_file_size not found,"834,459","4,249,888","278,567","515,697","956,138"
"2016,07,22,23,30,00",110,111547,10132,"1,424,989",3.9,58,"186,871","809,289","78,175","131,403","219,251"
"2016,08,04,04,30,00",104,171364,29829,"2,411,104",3.9,60,"301,703","1,421,548","118,562","199,336","369,955"
"2016,09,20,14,10,00",258,220010,1909,"6,249,432",4.1,77,"765,536","3,901,845","254,654","472,429","854,968"
"2016,08,21,03,40,00",106,205775,12799,"5,065,242",4.1,61,"628,808","3,157,531","215,242","396,072","667,589"
"2016,09,16,07,20,00",260,218242,1980,"6,086,415",4.1,77,"748,160","3,806,192","248,097","461,969","821,997"
"2016,07,24,12,20,00",110,113752,12531,"1,521,851",3.9,58,"201,120","869,092","82,097","139,673","229,869"
"2016,08,24,10,00,00",106,208040,545,"5,226,689",4.1,61,"649,917","3,262,188","220,207","407,134","687,243"
"2016,09,21,17,10,00",258,220278,2220,"6,273,454",4.1,77,"767,990","3,915,814","255,744","474,058","859,848"
"2016,10,27,15,00,00",259,228864,425,"6,913,110",4.0,android_file_size not found,"847,233","4,299,665","281,168","521,881","963,163"
"2016,08,24,08,50,00",106,208040,545,"5,226,689",4.1,61,"649,917","3,262,188","220,207","407,134","687,243"
"2016,10,04,22,50,00",258,223172,2862,"6,564,096",4.1,76,"802,888","4,092,185","267,001","495,041","906,981"
"2016,09,01,20,10,00",211,212010,5331,"5,556,679",4.1,61,"689,151","3,476,069","232,496","431,235","727,728"
"2016,09,10,12,00,00",211,215355,9166,"5,782,942",4.1,android_file_size not found,"715,378","3,627,830","240,268","447,252","752,214"
"2016,09,04,01,40,00",211,213115,6582,"5,625,059",4.1,61,"697,004","3,521,712","234,783","436,180","735,380"
